http://purl.org/linked-data/sdmx/2009/dimension#refArea,Reference Area,Access To Services,Education Skills And Training,Employment,Health,Housing,Income,SIMD
http://statistics.gov.scot/id/statistical-geography/S01006154,Dunblane (Argyle),1237,6356,6127,6374,6450,6316,6172
http://statistics.gov.scot/id/statistical-geography/S01006155,Dunblane (Breamar & Claredon),4382,4883,4036,4841,3549,4432,4917
http://statistics.gov.scot/id/statistical-geography/S01006159,Dunblane (Central),3052,6411,4983,4782,5135,5181,5651
http://statistics.gov.scot/id/statistical-geography/S01006165,Dunblane (Kippendavie),587,6174,4990,5707,4745,5014,4886
http://statistics.gov.scot/id/statistical-geography/S01006160,Dunblane (Newton),1255,6493,6212,5944,6379,5111,5815
http://statistics.gov.scot/id/statistical-geography/S01006156,Dunblane (Old Doune Road),3448,5388,4560,4366,4815,5066,5268
http://statistics.gov.scot/id/statistical-geography/S01006157,Dunblane (Springfield),5803,5040,3819,3559,3740,3637,4467
http://statistics.gov.scot/id/statistical-geography/S01006161,Dunblane (Wallace),2297,6364,5170,5084,6413,5968,5943
http://statistics.gov.scot/id/statistical-geography/S01002758,Dunearn,5165,1578,2236,2100,2308,1804,2090
http://statistics.gov.scot/id/statistical-geography/S01002611,Dunfermline Business Park,2577,3077,4242,4053,5199,5152,4598
http://statistics.gov.scot/id/statistical-geography/S01002814,Dunnikier & Strathore,1821,1991,2363,2877,4584,1945,2236
http://statistics.gov.scot/id/statistical-geography/S01002797,Dunnikier Central,2686,5471,5428,5968,5952,5831,6051
http://statistics.gov.scot/id/statistical-geography/S01002795,Dunnikier East,1400,5657,6181,5183,6317,6152,5953
http://statistics.gov.scot/id/statistical-geography/S01002802,Dunnikier North,1808,5421,5375,6186,6477,6273,6004
http://statistics.gov.scot/id/statistical-geography/S01002800,Dunnikier North West,1312,5591,5576,6154,5656,5901,5759
http://statistics.gov.scot/id/statistical-geography/S01002789,Dunnikier South,2541,5086,5879,5485,6394,5744,6028
http://statistics.gov.scot/id/statistical-geography/S01002756,Dysart Central,4765,2803,404,1534,3509,628,862
http://statistics.gov.scot/id/statistical-geography/S01002770,Dysart North,3503,3473,1823,2288,4251,1706,2198
http://statistics.gov.scot/id/statistical-geography/S01002784,Dysart North East,2305,1659,2105,2156,2910,1469,1777
http://statistics.gov.scot/id/statistical-geography/S01002851,Earlsferry,2310,5011,6265,4225,5324,4442,5319
http://statistics.gov.scot/id/statistical-geography/S01004285,East Kinloss,2578,5263,6269,6500,6429,6422,6382
http://statistics.gov.scot/id/statistical-geography/S01002346,East North Uist to Berneray,88,4481,4155,3526,2548,3103,2825
http://statistics.gov.scot/id/statistical-geography/S01002987,East Sands,1960,3595,3619,3093,3927,3539,3618
http://statistics.gov.scot/id/statistical-geography/S01002811,East Wemyss,2181,2997,2337,3105,4877,3024,2904
http://statistics.gov.scot/id/statistical-geography/S01002844,Eastfield,3899,4669,4288,4573,5874,4833,5141
http://statistics.gov.scot/id/statistical-geography/S01004295,Elgin Ashgrove and East End,5453,5726,3905,3604,5248,3115,4430
http://statistics.gov.scot/id/statistical-geography/S01004305,Elgin Bishopmill Brae,5657,3864,3878,4181,4095,3552,4391
http://statistics.gov.scot/id/statistical-geography/S01004306,Elgin Bishopmill Central,4344,4153,2091,3231,4388,2080,2785
http://statistics.gov.scot/id/statistical-geography/S01004310,Elgin Bishopmill North,1983,4218,3758,3889,3951,3000,3694
http://statistics.gov.scot/id/statistical-geography/S01004300,Elgin Cathedral,5644,4419,1371,2019,4080,1474,2034
http://statistics.gov.scot/id/statistical-geography/S01004294,Elgin College,6087,4978,5170,4919,5018,5847,6112
http://statistics.gov.scot/id/statistical-geography/S01004304,Elgin Kingsmills,2623,2438,2816,3942,1286,2416,2703
http://statistics.gov.scot/id/statistical-geography/S01004299,Elgin Ladyhill,6425,3945,2263,1987,1988,2705,2862
http://statistics.gov.scot/id/statistical-geography/S01004311,Elgin Lesmurdie,2597,3182,3614,4049,4267,3074,3658
http://statistics.gov.scot/id/statistical-geography/S01004289,Elgin Manitoba,858,3108,3547,4199,2609,2495,2905
http://statistics.gov.scot/id/statistical-geography/S01004302,Elgin Morriston,1419,6378,5262,5279,6238,6337,5845
http://statistics.gov.scot/id/statistical-geography/S01004297,Elgin Moycroft,2916,3208,3551,2865,1002,3541,3351
http://statistics.gov.scot/id/statistical-geography/S01004316,Elgin Myreside,1345,4949,6503,6503,6487,6397,6158
http://statistics.gov.scot/id/statistical-geography/S01004315,Elgin Newfield,2222,3388,5691,5644,5288,4437,5065
http://statistics.gov.scot/id/statistical-geography/S01004296,Elgin Old Mills,6000,6126,5355,5971,5904,4531,6108
http://statistics.gov.scot/id/statistical-geography/S01004293,Elgin Palmercross,3850,6281,4400,4606,6258,4604,5345
http://statistics.gov.scot/id/statistical-geography/S01004292,Elgin Pinefield,1249,4296,6112,6426,5672,5697,5642
http://statistics.gov.scot/id/statistical-geography/S01004308,Elgin Seafield,2765,2625,3501,4326,3172,3461,3652
http://statistics.gov.scot/id/statistical-geography/S01004303,Elgin South Lesmurdie,1520,1579,2286,3164,3131,1448,1857
http://statistics.gov.scot/id/statistical-geography/S01004309,Elgin Spynie,1742,6133,6255,6134,6368,5484,6091
http://statistics.gov.scot/id/statistical-geography/S01004288,Elgin Wards,2620,4664,4269,5435,4938,4196,4804
http://statistics.gov.scot/id/statistical-geography/S01002888,Elie,1773,5389,5646,5533,4172,4973,5404
http://statistics.gov.scot/id/statistical-geography/S01002341,Eriskay to South Boisdale,40,3491,3360,3024,2581,2112,2046
http://statistics.gov.scot/id/statistical-geography/S01002774,Fair Isle,4060,1366,2047,2676,2537,1646,1951
http://statistics.gov.scot/id/statistical-geography/S01002948,Falkland East & East Lomond,1962,5982,3964,3797,5476,3334,4169
http://statistics.gov.scot/id/statistical-geography/S01002947,Falkland West & Craigmead,2225,5858,5085,4248,4805,4617,5130
http://statistics.gov.scot/id/statistical-geography/S01006107,Fallin Central,3852,510,1474,1507,2449,2412,1547
http://statistics.gov.scot/id/statistical-geography/S01006106,Fallin East,2163,2012,2361,3424,4209,3097,2757
http://statistics.gov.scot/id/statistical-geography/S01006110,Fallin West,3756,1014,948,898,2446,1096,1012
http://statistics.gov.scot/id/statistical-geography/S01004252,"Farmtown, Gavoch of Grange, Grange Crossroads and Sillyearn",135,5141,4714,4765,2903,4950,3891
http://statistics.gov.scot/id/statistical-geography/S01002968,Feddinch Landward,460,5387,5335,5063,5355,5878,4972
http://statistics.gov.scot/id/statistical-geography/S01004248,Fife Keith,3348,3151,3553,1887,3685,2313,2926
http://statistics.gov.scot/id/statistical-geography/S01004312,Findhorn,1372,4869,4532,5829,3394,4176,4576
http://statistics.gov.scot/id/statistical-geography/S01004307,"Findhorn, Muirhead and Hempriggs",670,4020,6420,6240,2782,6346,5296
http://statistics.gov.scot/id/statistical-geography/S01004332,Findochty,2210,4391,4158,5308,3853,3645,4352
http://statistics.gov.scot/id/statistical-geography/S01004333,Findochty East,2440,3650,3067,4661,4426,2617,3399
http://statistics.gov.scot/id/statistical-geography/S01006074,Fintry,293,5841,5363,4742,5110,5863,4785
http://statistics.gov.scot/id/statistical-geography/S01003003,Flisk Lindores & Luthrie,372,4163,4718,4535,4414,4336,3956
http://statistics.gov.scot/id/statistical-geography/S01004269,Fochabers North,4642,5545,4456,4725,4270,4186,5131
http://statistics.gov.scot/id/statistical-geography/S01004264,Fochabers South,3171,3917,3338,4363,4292,3012,3780
http://statistics.gov.scot/id/statistical-geography/S01004259,Forres Balnaferry,1949,3850,5820,5793,5555,3537,4817
http://statistics.gov.scot/id/statistical-geography/S01004266,Forres Burdshaugh,6070,3568,1990,2707,4252,2334,2795
http://statistics.gov.scot/id/statistical-geography/S01004270,Forres Central,6336,3991,751,3207,2606,2145,1984
http://statistics.gov.scot/id/statistical-geography/S01004272,Forres Forbeshill,961,5077,5141,6139,5235,5708,5280
http://statistics.gov.scot/id/statistical-geography/S01004271,Forres Grant Park,6080,4288,2183,1697,2688,2205,2627
http://statistics.gov.scot/id/statistical-geography/S01004268,Forres Greshop,3330,2505,4089,4544,3963,3078,3811
http://statistics.gov.scot/id/statistical-geography/S01004260,Forres Mannachie,1130,6121,5584,5975,6109,6016,5799
http://statistics.gov.scot/id/statistical-geography/S01004265,Forres Pilmuir,4737,4032,4020,5519,3987,3668,4633
http://statistics.gov.scot/id/statistical-geography/S01004263,Forres Plasmon Mills,3377,2067,2739,4205,1248,2633,2790
http://statistics.gov.scot/id/statistical-geography/S01004267,Forres St Leonards,3890,5745,5725,5871,5925,6081,6338
http://statistics.gov.scot/id/statistical-geography/S01004273,Forres Sueno,1589,5521,5996,6086,5807,6072,6039
http://statistics.gov.scot/id/statistical-geography/S01004261,Forres Thornhill,2673,2767,3113,4479,2939,2223,3007
http://statistics.gov.scot/id/statistical-geography/S01004276,Forres Waterford,3672,4131,1666,2785,4002,2611,2657
http://statistics.gov.scot/id/statistical-geography/S01002733,Forth Park,4329,5861,3400,3800,5242,3571,4376
http://statistics.gov.scot/id/statistical-geography/S01002742,Forth Park North,4334,3130,1720,3713,5050,2446,2710
http://statistics.gov.scot/id/statistical-geography/S01002943,Freuchie North & New Inn,1417,4114,5010,4837,4536,4448,4655
http://statistics.gov.scot/id/statistical-geography/S01002945,Freuchie South & Muirhead,1571,5060,4815,5346,5253,5244,5163
http://statistics.gov.scot/id/statistical-geography/S01002779,Gallatown West,4109,276,379,582,1936,399,385
http://statistics.gov.scot/id/statistical-geography/S01002373,Galson to Swainbost,674,4031,2367,4531,4054,1618,2291
http://statistics.gov.scot/id/statistical-geography/S01006131,Gargunnock,448,6175,4860,5284,5574,4795,4642
http://statistics.gov.scot/id/statistical-geography/S01004319,"Garmouth, Blinkbonnie and Kingston",650,5256,5676,6085,4669,4144,4740
http://statistics.gov.scot/id/statistical-geography/S01002362,Garrabost,502,4595,2851,3174,5088,2450,2686
http://statistics.gov.scot/id/statistical-geography/S01006150,Gartmore,417,5916,4707,5717,5337,4606,4513
http://statistics.gov.scot/id/statistical-geography/S01002675,Garvock Hill North East,3630,6184,5540,5362,6223,5588,6171
http://statistics.gov.scot/id/statistical-geography/S01002664,Garvock Hill South,2678,5867,6025,6002,6335,6362,6351
http://statistics.gov.scot/id/statistical-geography/S01002670,Garvock Hill West,1866,5930,5670,5481,6102,6280,6065
http://statistics.gov.scot/id/statistical-geography/S01002954,Gateside Landward,778,4219,4423,4178,4218,3839,3913
http://statistics.gov.scot/id/statistical-geography/S01003012,Gauldry & Balmerino,572,5696,5962,4888,4987,5224,5037
http://statistics.gov.scot/id/statistical-geography/S01004258,"Glen of Newmill, Aultmore, Ordliquish and Clochan",266,5372,4986,5311,3018,4916,4270
http://statistics.gov.scot/id/statistical-geography/S01002809,Glencraig Landward,5139,2124,925,2126,4086,1683,1644
http://statistics.gov.scot/id/statistical-geography/S01004255,"Glenlatterach, Thomshill, Fogwatt, Moss of Barmuckity",401,5958,4799,6146,5298,5476,4852
http://statistics.gov.scot/id/statistical-geography/S01002359,Goathill,5539,3177,2414,3616,3983,2622,3171
http://statistics.gov.scot/id/statistical-geography/S01004328,Gordonsburgh,2250,3226,4603,4689,5394,3393,4180
http://statistics.gov.scot/id/statistical-geography/S01002716,Gowkhall & Landward,539,4916,5222,4110,5789,5837,4779
http://statistics.gov.scot/id/statistical-geography/S01002371,Gress to Tolsta,191,4488,3353,3798,3583,2351,2591
http://statistics.gov.scot/id/statistical-geography/S01003004,Guardbridge,1566,4523,4467,3153,4842,4920,4452
http://statistics.gov.scot/id/statistical-geography/S01002374,Habost to Port of Ness,399,4235,2101,4666,3274,1282,1919
http://statistics.gov.scot/id/statistical-geography/S01002682,Halbeath,2257,493,2081,2058,2276,1463,1435
http://statistics.gov.scot/id/statistical-geography/S01002982,Hallow Hill,1806,5984,5527,5724,6072,6157,6021
http://statistics.gov.scot/id/statistical-geography/S01002981,Hallow Hill South,720,6115,5917,5919,6417,6179,5713
http://statistics.gov.scot/id/statistical-geography/S01002764,Hayfield North,4088,1269,1298,1786,1670,739,1144
http://statistics.gov.scot/id/statistical-geography/S01002747,Hayfield South,4728,2243,1167,2166,1918,1402,1611
http://statistics.gov.scot/id/statistical-geography/S01002684,Headwell Central,3859,3897,2761,2751,5104,3336,3502
http://statistics.gov.scot/id/statistical-geography/S01002685,Headwell East,3307,896,758,833,1649,857,783
http://statistics.gov.scot/id/statistical-geography/S01002692,Headwell North,1852,3206,3916,4931,4637,4660,4322
http://statistics.gov.scot/id/statistical-geography/S01002680,Headwell South West,3421,2892,2406,3361,3649,3641,3272
http://statistics.gov.scot/id/statistical-geography/S01002647,High Valleyfield,4389,118,412,984,1502,865,519
http://statistics.gov.scot/id/statistical-geography/S01002711,Hill of Beath,4162,2008,1693,2855,3511,2382,2305
http://statistics.gov.scot/id/statistical-geography/S01002712,Hill of Beath & Landward,3578,1434,2135,2515,2672,2963,2425
http://statistics.gov.scot/id/statistical-geography/S01006093,Hillpark (Benview),4426,2208,2553,2315,4165,2414,2668
http://statistics.gov.scot/id/statistical-geography/S01006092,Hillpark (Park Drive & Firs Crescent),5993,2593,2662,1830,3603,2295,2694
http://statistics.gov.scot/id/statistical-geography/S01006090,Hillpark South,3930,1071,1812,2263,2558,1397,1650
http://statistics.gov.scot/id/statistical-geography/S01004338,Hopeman East,6253,4411,4082,4774,3921,4050,4901
http://statistics.gov.scot/id/statistical-geography/S01004339,Hopeman West,6412,4888,4805,5703,5716,4649,5756
http://statistics.gov.scot/id/statistical-geography/S01002850,Innerleven,5463,2435,1673,2137,4047,2242,2297
http://statistics.gov.scot/id/statistical-geography/S01002580,Inverkeithing East,826,1076,1715,1674,3473,1638,1412
http://statistics.gov.scot/id/statistical-geography/S01002574,Inverkeithing Jamestown,3744,1535,2912,2621,1177,3277,2720
http://statistics.gov.scot/id/statistical-geography/S01002598,Inverkeithing North,2206,3665,4077,4234,5063,4352,4360
http://statistics.gov.scot/id/statistical-geography/S01002585,Inverkeithing North East,2688,3960,3719,3924,4655,4273,4278
http://statistics.gov.scot/id/statistical-geography/S01002577,Inverkeithing South East,1495,572,1102,1708,2600,689,823
http://statistics.gov.scot/id/statistical-geography/S01002582,Inverkeithing West,5179,1774,2888,3051,2631,2818,2954
http://statistics.gov.scot/id/statistical-geography/S01002654,KInghorn Central,6409,2303,1850,2628,3917,2090,2431
http://statistics.gov.scot/id/statistical-geography/S01004247,Keith Balloch Road,2951,1877,3113,2839,4360,2418,2765
http://statistics.gov.scot/id/statistical-geography/S01004249,Keith Central,5566,3298,3459,3518,4323,3342,3941
http://statistics.gov.scot/id/statistical-geography/S01004251,Keith Grammer School and Isla Mills,4675,4068,4621,4834,5353,3708,4847
http://statistics.gov.scot/id/statistical-geography/S01004250,Keith Regent Square,4629,3570,4546,4581,5194,4334,4918
http://statistics.gov.scot/id/statistical-geography/S01002803,Kelty Blairadam Park,1900,2396,2129,2729,4052,3387,2676
http://statistics.gov.scot/id/statistical-geography/S01002790,Kelty Central,5678,2536,1394,1594,3743,1029,1578
http://statistics.gov.scot/id/statistical-geography/S01002796,Kelty East,4072,3811,3129,2596,5524,3200,3601
http://statistics.gov.scot/id/statistical-geography/S01002798,Kelty Elmwood,1939,796,1606,2270,2198,1655,1471
http://statistics.gov.scot/id/statistical-geography/S01002799,Kelty North East,5430,1323,1113,2227,2717,1702,1615
http://statistics.gov.scot/id/statistical-geography/S01002785,Kelty South West,3372,694,1057,1343,2245,639,857
http://statistics.gov.scot/id/statistical-geography/S01002791,Kelty West,3779,858,1064,1235,3306,557,871
http://statistics.gov.scot/id/statistical-geography/S01002922,Kennoway Central,4456,2650,1713,2588,4337,2467,2468
